Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal
4930,Okay!,Monica,joy,positive,503,7,5,24,"0:12:12,732","0:12:13,483",1,1
4931,Okay! Come on! Let's go! All right!,Chandler,joy,positive,503,8,5,24,"0:12:13,483","0:12:14,011",1,1
4932,Okay! That's a four! And where-where's the other one?,Chandler,anger,negative,503,9,5,24,"00:12:20,114","00:12:23,199",0,1
4934,"Nobody move!  Okay, you look that way; I'll look this way!",Monica,anger,negative,503,11,5,24,"00:12:26,871","00:12:29,414",0,1
4936,Here it is! Here it is!,Chandler,joy,positive,503,12,5,24,"00:12:32,877","00:12:34,294",1,1
4940,Well thats it. Im done. Whew!  There come the meat sweats.,Joey,joy,positive,504,0,8,9,"00:20:59,633","00:21:07,348",1,1
4941,"Well Joey, were allwere all very proud of you.",Monica,joy,positive,504,1,8,9,"00:21:11,812","00:21:14,605",1,1
4948,"Ah, just cut me a little sliver.",Joey,joy,positive,504,8,8,9,"0:21:34,918","0:21:36,980",1,1
4952,Are you afraid youre gonna run out?!,Joey,anger,negative,504,12,8,9,"0:21:44,696","0:21:45,697",0,1
4953,Cut me a real piece!,Joey,anger,negative,504,13,8,9,"0:21:45,697","0:21:46,903",0,1
4960,Why dont you   Wh-whats going on?,Ross,fear,negative,505,6,7,2,"00:02:13,508","00:02:14,925",0,1
4966,"Phoebe, you said it was urgent!",Ross,anger,negative,505,12,7,2,"00:02:37,407","00:02:38,907",0,1
4968,Do you realize I have a classroom full of students?,Ross,anger,negative,505,14,7,2,"00:02:45,415","00:02:49,626",0,1
4970,"Look, look, theres got to be a way we can work past this.",Ross,sadness,negative,506,0,3,16,"00:20:44,368","00:20:47,411",0,0
4971,"Okay,  I cant imagine, I cant imagine my life without you.",Ross,fear,negative,506,1,3,16,"00:20:47,579","00:20:50,581",0,1
4972,"Without, without these arms, and your face, and this heart.",Ross,sadness,negative,506,2,3,16,"00:20:50,749","00:20:59,715",0,0
4973,"Your good heart Rach,  and, and....",Ross,sadness,negative,506,3,3,16,"00:20:59,883","00:21:02,009",0,0
4975,"I cant, youre a totally different person to me now.",Rachel,sadness,negative,506,5,3,16,"00:21:08,684","00:21:11,852",0,0
4976,"I used to think of you as somebody that would never, ever hurt me, ever.",Rachel,sadness,negative,506,6,3,16,"00:21:12,521","00:21:17,692",0,0
4977,"God, and now I just cant stop picturing with her, I cant,  it doesnt matter what you say, or what you do, Ross.",Rachel,sadness,negative,506,7,3,16,"00:21:20,654","00:21:26,867",0,0
4978,"Its just changed, everything.",Rachel,sadness,negative,506,8,3,16,"00:21:27,035","00:21:29,662",0,0
4979,Forever.,Rachel,sadness,negative,506,9,3,16,"00:21:32,124","00:21:33,749",0,0
4980,"Yeah, but this cant be it, I mean.",Ross,sadness,negative,506,10,3,16,"00:21:44,720","00:21:46,220",0,0
4981,Then how come it is?,Rachel,sadness,negative,506,11,3,16,"00:21:51,601","00:21:53,769",0,0
4983,"Uh, belt's to tight, gotta change the belt.",Monica,joy,positive,507,1,1,22,"00:05:27,452","00:05:33,332",1,1
4986,Am I out of control?,Monica,anger,negative,507,4,1,22,"0:05:38,087","0:05:39,439",0,1
4992,Could tonight be the Night?,Rachel,joy,positive,507,10,1,22,"00:05:57,148","00:05:59,941",1,1
4994,Look he's a great guy and I love being with him but... you know.,Monica,joy,positive,507,12,1,22,"00:06:02,862","00:06:08,200",1,1
4995,"Things happen, and they happen.",Monica,joy,positive,507,13,1,22,"00:06:08,368","00:06:09,951",1,1
5000,Ross!,Joey,anger,negative,508,0,5,18,"00:16:23,565","00:16:24,983",0,1
5003,Hi!,Joey,joy,positive,508,3,5,18,"00:16:38,122","00:16:39,956",1,1
5005,Uh-oh.,Joey,fear,negative,508,5,5,18,"0:16:44,878","0:16:45,546",0,1
5019,"Hmm, soup.  I mean, noodle soup. I mean soup!",Joey,anger,negative,508,19,5,18,"00:17:33,635","00:17:35,678",0,1
5020,COME ON!!!!,Raymond,anger,negative,508,20,5,18,"00:17:35,846","00:17:36,846",0,1
5021,Y'know what? We need to move on.,The Casting Director,anger,negative,508,21,5,18,"00:17:39,725","00:17:42,018",0,1
5022,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",Joey,anger,negative,508,22,5,18,"00:17:44,354","00:17:49,400",0,1
5027,"Theyre not!! Ross, theyre just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,negative,509,4,8,23,"00:01:21,819","00:01:26,616",0,1
5034,Id have to say I really dont care for your tone.,Rachel,anger,negative,509,10,8,23,"0:01:46,861","0:01:49,490",0,1
5035,And this is not the only hospital in this city and we have no problem toWhoa!,Rachel,anger,negative,509,11,8,23,"00:01:49,597","00:01:55,478",0,1
5043,That's funny. Who are they?,Kristin,joy,positive,510,1,1,14,"00:11:36,153","00:11:56,256",1,1
5048,"Oh God, Ross, I cannot do this.",Rachel,sadness,negative,511,0,1,19,"0:09:51,299","0:09:53,231",0,0
5050,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,negative,511,2,1,19,"00:10:04,228","00:10:10,150",0,1
5054,"Well, I kind of... I kind of lost him.",Rachel,sadness,negative,511,6,1,19,"00:10:17,783","00:10:23,997",0,0
5055,Hi Pheebs!,Rachel,joy,positive,512,0,7,15,"0:09:39,620","0:09:39,912",1,1
5056,Hi!,Phoebe,joy,positive,512,1,7,15,"0:09:39,912","0:09:40,330",1,1
5062,Yeah!,Phoebe,joy,positive,512,7,7,15,"0:09:52,925","0:09:53,601",1,1
5063,And do you remember going into my purse and stealing the phone?!,Rachel,anger,negative,512,8,7,15,"00:09:53,718","00:09:58,138",0,1
5064,"Ooh, now you lost me.",Phoebe,fear,negative,512,9,7,15,"00:09:59,599","00:10:00,974",0,1
5065,You stole the phone!,Rachel,anger,negative,512,10,7,15,"0:10:01,142","0:10:02,853",0,1
5066,No I didnt!,Phoebe,anger,negative,512,11,7,15,"0:10:02,853","0:10:03,669",0,1
5067,"No? So youre saying that if I called it, it wouldnt ring?",Rachel,anger,negative,512,12,7,15,"00:10:03,769","00:10:06,813",0,1
5068,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,negative,512,13,7,15,"00:10:06,981","00:10:13,194",0,1
5069,Phoebe!,Rachel,anger,negative,512,14,7,15,"00:10:18,075","00:10:20,076",0,1
5073,I dont know Tag! How can your genitals make phone calls? Okay? Its not a perfect world! Just go please.,Rachel,anger,negative,513,3,7,12,"00:13:16,253","00:13:26,054",0,1
5074,Fine.,Tag,anger,negative,513,4,7,12,"00:13:24,178","00:13:26,054",0,1
5076,How ya doin'? Welcome. Good to see ya!,Joey,joy,positive,514,0,5,4,"00:07:20,982","00:07:23,817",1,1
5087,"I know, hes too charming, but if you two start going out, then its just gonna make it so much harder for me to hate him.",Monica,disgust,negative,515,3,3,11,"00:06:08,534","00:06:11,953",0,1
5097,"Okay, ten blocks down. Five to go.",Chandler,anger,negative,516,0,8,10,"00:17:04,314","00:17:08,693",0,1
5098,Oh wait! Stop! Stop! Stop!,Monica,joy,positive,516,1,8,10,"0:17:08,861","0:17:13,741",1,1
5100,My boots in tan! Hey! Can you get a little closer so I can see the price?,Monica,joy,positive,516,3,8,10,"00:17:14,992","00:17:18,161",1,1
5101,I can see it from right here. Itll cost you one husband.,Chandler,joy,positive,516,4,8,10,"00:17:18,328","00:17:22,832",1,1
5102,"Okay, Im sorry. I think I can walk the rest of the way now. Just-just give me my boots.",Monica,sadness,negative,516,5,8,10,"00:17:23,000","00:17:34,510",0,0
5103,Come on more!,Phoebe,anger,negative,517,0,8,14,"0:21:50,640","0:21:52,042",0,1
5104,Oh God!,Monica,joy,positive,517,1,8,14,"0:21:52,042","0:21:53,009",1,1
5106,Oh yeah right there!,Monica,joy,positive,517,3,8,14,"0:21:55,920","0:21:57,052",1,1
5107,You want it there? You take it there baby!,Phoebe,joy,positive,517,4,8,14,"0:21:57,052","0:22:00,294",1,1
5108,Uh Phoebe?,Monica,sadness,negative,517,5,8,14,"00:22:02,040","00:22:05,840",0,0
5109,"Yeah, say my name. Say it!  And now Im going to cover you back up, and umm were never doing this again.",Phoebe,joy,positive,517,6,8,14,"00:22:02,040","00:22:22,160",1,1
5110,Happy?! Is that what Im supposed to be Vic? Happy?,Kate,anger,negative,518,0,3,19,"00:19:15,821","00:19:19,866",0,1
5111,"Well, why dont you tell me what youre supposed to be!",Joey,anger,negative,518,1,3,19,"00:19:20,033","00:19:22,994",0,1
5113,Because I sure as hell cant figure it out!,Joey,anger,negative,518,3,3,19,"00:19:23,162","00:19:25,580",0,1
5117,"You guys make me fly! High! Okay, were gonna pick it up here, tomorrow.",The Director,joy,positive,518,7,3,19,"00:19:47,477","00:19:58,946",1,1
5120,Do you know what just happened?,Chandler,anger,negative,519,1,7,12,"00:15:14,622","00:15:16,831",0,1
5123,"Nooo! No, thats not true. No, best time ever! Yeah, you rocked my world!",Monica,joy,positive,519,4,7,12,"00:15:31,847","00:15:42,023",1,1
5133,"And Im ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,negative,521,2,3,7,"00:20:08,957","00:20:18,633",0,0
5134,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,negative,521,3,3,7,"00:20:24,723","00:20:32,980",0,1
5135,"And now, hes got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me Im stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",Joey,sadness,negative,521,4,3,7,"00:20:42,282","00:20:50,581",0,0
5136,"Im sorry, Im sorry, Im sorry.",Joey,sadness,negative,521,5,3,7,"00:21:06,765","00:21:08,933",0,0
5140,Oh.  Its just so unexpected! II uhBoy Ill tell you its just such an honor to be nominated for a,Phoebe,joy,positive,522,2,7,18,"00:21:05,806","00:21:17,817",1,1
5144,"Please, dont play the music. Just uh one more.",Phoebe,joy,positive,522,6,7,18,"00:21:41,008","00:21:43,342",1,1
5146,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,positive,523,1,1,12,"0:09:38,786","0:09:42,298",1,1
5150,So what's it gonna be?,Joey,joy,positive,523,5,1,12,"00:09:51,299","00:09:52,757",1,1
5151,"Waitohheyhuh, oh great now he knows, and I don't know!",Ross,anger,negative,523,6,1,12,"00:09:54,969","00:09:57,804",0,1
5152,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,positive,523,7,1,12,"00:09:57,972","00:10:00,473",1,1
5154,Hey Phoebe!,Chandler,joy,positive,523,9,1,12,"0:10:07,398","0:10:08,370",1,1
5155,Hi Pheebs!,Ross,joy,positive,523,10,1,12,"0:10:08,370","0:10:08,454",1,1
5156,Pheebs!,Rachel,joy,positive,523,11,1,12,"0:10:08,454","0:10:09,653",1,1
5157,Fine!,Phoebe,anger,negative,523,12,1,12,"00:10:09,734","00:10:11,234",0,1
5159,"Nothing, I'm sorry, I'm just, I'm out of sorts.",Phoebe,sadness,negative,523,14,1,12,"00:10:16,240","00:10:23,872",0,0
5166,"Well, he made a move on me.",Phoebe,anger,negative,523,21,1,12,"00:10:39,263","00:10:40,513",0,1
5168,"More coffee over here, please!",Chandler,joy,positive,523,23,1,12,"0:10:42,225","0:10:43,830",1,1
5171,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",Phoebe,sadness,negative,524,2,3,10,"00:07:28,156","00:07:34,578",0,0
5180,"You keep the old ones in the back, that is so ageist.",Phoebe,anger,negative,524,11,3,10,"00:07:53,556","00:07:58,393",0,1
5182,"So, what happens to the old guys?",Phoebe,sadness,negative,524,13,3,10,"0:08:01,329","0:08:03,875",0,0
5184,"Why, do I have a feeling thats not as happy as it sounds?  No! Nooooo!!!",Phoebe,fear,negative,524,15,3,10,"00:08:07,361","00:08:14,868",0,1
5189,"Oh please, they're having sex.",Rachel,sadness,negative,525,3,1,4,"00:16:46,171","00:16:48,965",0,0
5190,Shut up!,Monica and Phoebe,anger,negative,525,4,1,4,"00:16:49,133","00:16:50,633",0,1
5195,"Hi! Hi, Im Ross, you dont know me, but Im a big, big fan of yours. I mean,",Ross,joy,positive,526,0,3,5,"00:19:49,396","00:19:56,944",1,1
5199,"No, no, no, its flattery.",Ross,joy,positive,526,4,3,5,"00:20:31,396","00:20:34,148",1,1
5201,"Oh no, no, no, wait, wait, Isabella.",Ross,joy,positive,526,5,3,5,"00:20:36,652","00:20:40,821",1,1
5202,"Dont, dont just dismiss this so fast.",Ross,fear,negative,526,6,3,5,"00:20:40,989","00:20:42,865",0,1
5207,"Um, no.",Ross,fear,negative,526,11,3,5,"0:20:52,167","0:20:52,877",0,1
5208,Come on!,Isabella,joy,positive,526,12,3,5,"0:20:52,877","0:20:53,349",1,1
5212,Its laminated!,Isabella,anger,negative,526,16,3,5,"00:21:00,342","00:21:02,301",0,1
5218,Get out of here you lurker!  Go on! Get!,Phoebe,anger,negative,527,0,5,24,"00:08:00,313","00:08:04,065",0,1
5219,Hey Pheebs!,Chandler,joy,positive,527,1,5,24,"0:08:06,110","0:08:06,528",1,1
5222,"Yeah, she couldn't live without the Chan Love.",Chandler,joy,positive,527,4,5,24,"00:08:11,991","00:08:20,290",1,1
5223,"Ohh, get a room.",Phoebe,disgust,negative,527,5,5,24,"00:08:18,122","00:08:20,290",0,1
5225,I know. Use it.,Phoebe,disgust,negative,527,7,5,24,"0:08:21,682","0:08:22,506",0,1
5231,Yeah. Oh I just wish we could not be married for a little bit! Yknow I just wish we could be like on a break!,Rachel,anger,negative,528,5,6,15,"00:17:32,342","00:17:43,227",0,1
5232,Ross! I think she is trying to make something happen with you to get back at me!,Rachel,anger,negative,529,0,6,14,"00:17:44,772","00:17:48,232",0,1
5235,"Ross, I am telling you that she is using you to get back at me!",Rachel,anger,negative,529,3,6,14,"00:18:00,704","00:18:06,000",0,1
5243,Im sorry.,Phoebe,sadness,negative,530,0,3,25,"0:18:57,136","0:18:58,068",0,0
5248,I took this picture from your fridge.,Phoebe,anger,negative,530,5,3,25,"0:19:12,526","0:19:14,548",0,1
5249,"Okay, because I know that this is my Father.",Phoebe,anger,negative,530,6,3,25,"0:19:14,548","0:19:16,708",0,1
5250,"Yeah, this is Frank Buffay and you are standing right there next to him.",Phoebe,anger,negative,530,7,3,25,"00:19:16,822","00:19:20,241",0,1
5251,"Now, look I deserve to know where I came from.",Phoebe,anger,negative,530,8,3,25,"00:19:20,784","00:19:23,202",0,1
5252,All right?,Phoebe,anger,negative,530,9,3,25,"0:19:23,370","0:19:23,788",0,1
5253,So if you can help me find my Father then you should!,Phoebe,anger,negative,530,10,3,25,"0:19:23,788","0:19:26,641",0,1
5254,"Otherwise, youre just mean!",Phoebe,anger,negative,530,11,3,25,"00:19:26,748","00:19:29,000",0,1
5255,"So, just tell me the truth!",Phoebe,anger,negative,530,12,3,25,"00:19:31,420","00:19:33,629",0,1
5259,"And Im very sorry, but I dont know where your Father is, and thats the truth.",Phoebe Sr,sadness,negative,530,16,3,25,"00:19:49,605","00:19:55,735",0,0
5260,Oh.,Phoebe,sadness,negative,530,17,3,25,"00:19:56,320","00:19:57,570",0,0
5266,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",Phoebe Sr,sadness,negative,530,23,3,25,"00:20:22,512","00:20:27,642",0,0
5269,Whats-whats this nonsense?,Ross,fear,negative,531,2,6,4,"0:20:07,976","0:20:10,173",0,1
5270,"All right, Im-Im not English.",Ross,sadness,negative,531,3,6,4,"00:20:14,213","00:20:16,964",0,0
5272,"I was really nervous and the accent just uh, just came out.",Ross,sadness,negative,531,5,6,4,"00:20:21,428","00:20:25,806",0,0
5273,Im sorry.,Ross,sadness,negative,531,6,6,4,"00:20:25,974","00:20:28,184",0,0
5277,"All right, look I was just trying to make a good first impression.",Ross,anger,negative,531,10,6,4,"00:20:43,867","00:20:47,703",0,1
5278,"Obviously, I screwed up.",Ross,sadness,negative,531,11,6,4,"00:20:47,871","00:20:49,747",0,0
5281,Ross!! Are you crazy?! I am,Rachel,anger,negative,531,14,6,4,"00:21:00,425","00:21:06,055",0,1
5288,"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!",Joey,joy,positive,532,5,9,12,"00:10:55,780","00:10:57,906",1,1
5290,Now YOU'RE telling me I can't see her??,Joey,anger,negative,532,7,9,12,"0:11:01,010","0:11:02,514",0,1
5291,You guys are killing me!,Joey,sadness,negative,532,8,9,12,"0:11:02,620","0:11:04,122",0,0
5292,She's forbidden fruit!,Joey,sadness,negative,532,9,9,12,"0:11:04,122","0:11:07,186",0,0
5293,"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",Joey,sadness,negative,532,10,9,12,"00:11:07,291","00:11:17,092",0,0
5296,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,Joey,anger,negative,532,13,9,12,"00:11:20,221","00:11:31,022",0,1
5301,Thats kinda sad.,Tag,sadness,negative,533,2,7,9,"00:16:23,148","00:16:26,401",0,0
5303,Got it!,Tag,joy,positive,533,4,7,9,"0:16:34,410","0:16:34,962",1,1
5304,Lets roll!,Rachel,joy,positive,533,5,7,9,"0:16:34,962","0:16:35,840",1,1
5311,Oh! No problem! I,Phoebe,joy,positive,534,2,7,19,"00:21:19,611","00:21:21,821",1,1
5314,You are steel!,Hoshi,joy,positive,535,1,3,24,"0:07:01,337","0:07:03,186",1,1
5315,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?",Hoshi,anger,negative,535,2,3,24,"00:07:03,840","00:07:09,678",0,1
5321,I went to one where I wore a band uniform they had to have specially made.,Monica,sadness,negative,536,4,4,2,"0:07:34,662","0:07:38,834",0,0
5326,And the fat girl inside of me really wants to go.,Monica,joy,positive,536,9,4,2,"0:08:03,649","0:08:06,277",1,1
5335,"Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown  Im trying to win her over, so I was wondering if..",Joey,joy,positive,537,2,6,10,"00:12:22,032","00:12:29,164",1,1
5336,"Oh come on man, you can dance with my partner, shes real, uh, mellow!",Joey,anger,negative,537,3,6,10,"00:12:31,208","00:12:35,295",0,1
5338,"Ross, get over it! Its not like she hates you.",Rachel,anger,negative,538,0,6,11,"00:08:31,511","00:08:33,053",0,1
5339,Yeah but,Ross,sadness,negative,538,1,6,11,"00:08:33,221","00:08:35,430",0,0
5341,Huh. Yknow whats not one of a kind? A twin!,Ross,anger,negative,538,3,6,11,"00:08:49,237","00:08:53,823",0,1
5345,"Ooh, Phoebes here! Okay, lets turn out all the lights and well just watch the movie!",Rachel,joy,positive,538,4,6,11,"00:08:58,663","00:09:01,373",1,1
5346,"Okay. HeyOoh, cool sheets!",Phoebe,joy,positive,538,5,6,11,"00:09:01,582","00:09:05,252",1,1
5347,"Oh, you like it? You wanna know where I got it?",Ross,joy,positive,538,6,6,11,"00:09:01,582","00:09:08,213",1,1
5348,Sure!,Phoebe,joy,positive,538,7,6,11,"00:09:05,419","00:09:08,213",1,1
5349,He got it a flea market!,Rachel,joy,positive,538,8,6,11,"00:09:08,381","00:09:09,798",1,1
5350,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,disgust,negative,538,9,6,11,"00:09:11,300","00:09:17,889",0,1
5355,Thank you!,Rachel,joy,positive,539,4,9,12,"00:01:23,917","00:01:25,751",1,1
5357,So hot I cried myself to sleep last night.,Rachel,sadness,negative,539,6,9,12,"00:01:29,506","00:01:32,049",0,0
5358,"Oh, god help us.",Monica,sadness,negative,540,0,1,5,"00:04:30,937","00:04:38,193",0,0
5360,Ugly Naked Guy's laying kitchen tile. Eww!,Monica,disgust,negative,540,2,1,5,"00:06:31,891","00:06:34,267",0,1
5361,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,disgust,negative,540,3,1,5,"00:06:38,147","00:06:45,445",0,1
5363,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,sadness,negative,540,5,1,5,"00:06:49,200","00:06:59,668",0,0
5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,positive,541,0,6,15,"00:13:48,744","00:13:54,457",1,1
5365,Yeah! And maybe someday we could get a place with two bathrooms.,Carol,joy,positive,541,1,6,15,"00:13:54,625","00:13:58,336",1,1
5368,Carol our sex life isits just not working,Ross,sadness,negative,541,4,6,15,"0:14:09,516","0:14:12,172",0,0
5369,Hey there little fella!,Ross,joy,positive,541,5,6,15,"00:14:12,309","00:14:15,854",1,1
5371,"Hey, why dont you show dad how you can put your shoes on, in your room!",Ross,joy,positive,541,7,6,15,"00:14:18,128","00:14:21,276",1,1
5372,Yay!,Ross,joy,positive,541,8,6,15,"00:14:21,485","00:14:23,444",1,1
5374,Yay!,Ben,joy,positive,541,9,6,15,"0:14:21,485","0:14:22,237",1,1
5375,Yay!,Ross,joy,positive,541,10,6,15,"0:14:22,237","0:14:23,491",1,1
5380,"Well I dont know umm,  what if we were too tie each other up?",Ross,joy,positive,541,14,6,15,"00:14:34,373","00:14:45,133",1,1
5382,Nah!,Ross,disgust,negative,541,16,6,15,"00:14:58,355","00:14:59,981",0,1
5385,I love that idea!,Carol,joy,positive,541,19,6,15,"0:15:08,658","0:15:10,008",1,1
5388,"Oh, some idiot customer put a suggestion in the suggestion box.",Monica,anger,negative,542,1,3,21,"00:00:05,880","00:00:08,924",0,1
5391,"Yeah! Okay, here you go.",Phoebe,joy,positive,542,4,3,21,"00:00:11,469","00:00:14,680",1,1
5396,Sit!,Rachel,anger,negative,543,0,2,22,"00:20:32,356","00:20:33,814",0,1
5400,Theyre not true?,Rachel,fear,negative,544,1,4,16,"0:20:49,623","0:20:50,465",0,1
5402,Oh.,Rachel,joy,positive,544,3,4,16,"00:20:52,209","00:20:53,501",1,1
5413,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",Monica,anger,negative,545,0,1,9,"00:13:07,411","00:13:12,248",0,1
5414,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",Phoebe,sadness,negative,545,1,1,9,"00:13:12,416","00:13:19,798",0,0
5416,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,sadness,negative,545,3,1,9,"00:13:24,094","00:13:25,720",0,0
5418,"Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!",Rachel,joy,positive,545,5,1,9,"00:13:33,729","00:13:41,653",1,1
5424,Almost never.,Phoebe,anger,negative,545,11,1,9,"00:14:06,220","00:14:09,222",0,1
5435,"Okay, d'y'see anybody you think could be me?",Monica,anger,negative,546,8,1,21,"00:05:40,089","00:05:42,799",0,1
5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,Teacher,anger,negative,546,9,1,21,"00:05:42,967","00:05:49,598",0,1
5439,"Okay, I'm not getting this!",Monica,anger,negative,546,12,1,21,"00:06:07,408","00:06:09,242",0,1
5440,I'm totally getting it!,Phoebe,joy,positive,546,13,1,21,"00:06:09,452","00:06:12,537",1,1
5441,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,sadness,negative,546,14,1,21,"00:06:16,626","00:06:20,420",0,0
5445,Great. It's gym class all over again.,Monica,disgust,negative,546,18,1,21,"00:06:42,026","00:06:44,736",0,1
5448,"Ooh, and it's so nice having this little sink here...",Rachel,joy,positive,547,2,1,20,"00:05:00,800","00:05:04,678",1,1
5449,"Oh, ain't this nice? It's so quiet, I could just lie here all day.",Chandler,joy,positive,548,0,9,23,"00:27:31,483","00:27:35,736",1,1
5451,Open your drapes! Open your drapes!,Rachel,joy,positive,548,2,9,23,"0:27:39,491","0:27:41,368",1,1
5452,I'm so glad we've got adjoining rooms!,Chandler,joy,positive,548,3,9,23,"0:27:41,368","0:27:44,553",1,1
5453,The sun is out!,Monica,joy,positive,548,4,9,23,"0:27:45,747","0:27:49,339",1,1
5454,Hey! Remember when I had corneas?,Chandler,anger,negative,548,5,9,23,"0:27:49,339","0:27:50,185",0,1
5459,"Walls are pretty thin, guys!",Ross,anger,negative,548,10,9,23,"00:27:59,928","00:28:02,388",0,1
5460,"Hi uh, Im Joey Tribbiani and with all do respect Id like to donate some fluids.",Joey,joy,positive,549,0,6,17,"00:07:01,546","00:07:06,967",1,1
5462,"Oh thats too bad. Ive kinda been saving up.  Uh, are you sure theres no studies I can participate in?",Joey,sadness,negative,549,2,6,17,"00:07:13,641","00:07:23,191",0,0
5467,Sorry.,Receptionist,sadness,negative,549,7,6,17,"00:07:35,955","00:07:38,248",0,0
5469,"We already got the results back on that on, and theyre not good.",Receptionist,joy,positive,549,9,6,17,"00:07:47,592","00:07:51,386",1,1
5472,Yes it has! I made cookies!,Monica,joy,positive,551,1,6,18,"00:15:45,736","00:15:47,278",1,1
5474,But you should eat them now because theyre hot from the oven.,Monica,joy,positive,551,3,6,18,"00:15:50,616","00:15:54,994",1,1
5476,"Oh-ho! But not in here! Cant eat em in bed, remember? No crumbies!",Monica,joy,positive,551,5,6,18,"00:15:56,538","00:16:01,876",1,1
5481,"You know, it still smells like monkey in there.",Monica,disgust,negative,552,0,2,4,"00:16:05,005","00:16:07,632",0,1
5493,"Hey, whatd you guys do to get up on there?",Ross,joy,positive,553,6,6,10,"00:08:48,027","00:08:50,362",1,1
5494,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,Monica,joy,positive,553,7,6,10,"00:08:50,613","00:08:58,328",1,1
5495,Yeah!,Ross,joy,positive,553,8,6,10,"00:08:57,286","00:08:58,328",1,1
5504,No-no-no-no-no we came together!,Joey,joy,positive,553,17,6,10,"00:09:21,143","00:09:23,645",1,1
5506,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",Joey,sadness,negative,553,19,6,10,"00:09:31,404","00:09:36,032",0,0
5507,"Really, ythink so? I dont..",Director,anger,negative,553,20,6,10,"00:09:36,284","00:09:38,410",0,1
5508,Why arent you home yet?!,Rachel,anger,negative,554,0,6,13,"00:19:47,561","00:19:50,229",0,1
5509,Is someone there?,Monica,anger,negative,554,1,6,13,"00:19:50,397","00:19:52,315",0,1
5517,"God, Ross is on a date with your sister! How weird is that?!",Monica,disgust,negative,554,9,6,13,"00:20:31,104","00:20:34,190",0,1
5518,"Oh my God, look-look hes taking off her clothes!",Rachel,sadness,negative,554,10,6,13,"0:20:34,358","0:20:36,486",0,0
5519,Hes taking off her coat!,Chandler,disgust,negative,554,11,6,13,"0:20:36,486","0:20:37,053",0,1
5520,"Oh, this is just terrible.",Rachel,disgust,negative,554,12,6,13,"00:20:40,197","00:20:41,948",0,1
5521,Ross! Wait!,Elizabeth,sadness,negative,555,0,6,24,"00:18:58,512","00:19:00,096",0,0
5522,"Elizabeth, thank God! I was just thinking about",Ross,joy,positive,555,1,6,24,"00:19:00,264","00:19:03,724",1,1
5523,You suck!!,Elizabeth,anger,negative,555,2,6,24,"00:19:03,892","00:19:05,935",0,1
5524,What?!,Ross,anger,negative,555,3,6,24,"00:19:06,103","00:19:07,186",0,1
5525,"Okay, break-ups still on!",Ross,anger,negative,555,4,6,24,"00:19:13,235","00:19:17,780",0,1
5528,"Look, I understand if you came by to hit me, I deserve it.",Joey,sadness,negative,556,2,8,16,"00:07:35,580","00:07:39,374",0,0
5530,Oh what then? Kick me?,Joey,anger,negative,556,4,8,16,"00:07:42,086","00:07:44,588",0,1
5537,Oh uhI actually came here to ask you out.,Katie,fear,negative,557,4,8,21,"00:10:26,668","00:10:31,340",0,1
5538,"Oh! Wow! Uh, yeah! That sounds great. Im just gonna put this  back in my pocket, pretend",Ross,joy,positive,557,5,8,21,"00:10:31,506","00:10:35,927",1,1
