Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,Sequence_Length,facial_feature,audio_feature
9168,And I mean-Im having a lot of fun.,Ross,joy,positive,916,3,8,11,"00:12:30,166","00:12:34,335",1,1,225,0,0.562737643,3,0.539240603,0.214783305
811,It tastes like feet!,Ross,disgust,negative,86,5,6,9,"00:17:20,539","00:17:22,582",0,1,21,0,0,1,-0.493145937,0.469200254
9165,"Here we go. Mona umm, I think its time we-we had a conversation about-about where things are with us.",Ross,joy,positive,916,0,8,11,"00:12:02,722","00:12:12,188",1,1,225,0,0,1,0.629921274,0.49169667
730,Y-You're going?,Ross,joy,positive,69,4,7,8,"00:19:45,309","00:19:49,437",1,1,22,0,0,1,-0.146861519,-0.213432978
3895,All right! All right! It was the best nap ever!,Ross,joy,positive,395,3,7,6,"00:09:04,919","00:09:07,963",1,1,101,0,0,1,-0.587581882,0.091632471
2022,That! Lets talk about that.,Ross,joy,positive,201,9,6,19,"00:10:54,153","00:10:57,697",1,1,53,0.656626506,0,1,-0.553453833,-0.048873223
9849,"You uh, you may have been right about Jill.",Ross,sadness,negative,981,1,6,14,"0:19:23,328","0:19:25,831",0,0,243,0,0,1,0.016506504,-0.198652629
48,"I don't need this right now, OK.",Ross,anger,negative,5,5,2,7,"0:19:14,030","0:19:15,699",0,1,3,0.82278481,0,4,-0.090820087,0.213000372
10164,"Hey, its my list.",Ross,anger,negative,1011,11,3,5,"00:14:29,535","00:14:31,703",0,1,250,0,0.562737643,1,-0.377412599,0.028772344
1605,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor herebut do you think it would be okay if I asked you out?",Ross,fear,negative,164,5,1,1,"00:21:05,514","00:21:16,983",0,1,43,0.656626506,0,3,0.513347617,-0.338803308
3619,"Yeah, I know, it's my birthday. We all should be here.",Ross,sadness,negative,360,1,2,5,"00:17:32,301","00:17:35,595",0,0,92,0,0,1,-0.536668402,-0.231616541
6378,Oh yeah? What are you gonna do?,Ross,anger,negative,637,3,7,17,"0:14:27,867","0:14:28,952",0,1,152,0.656626506,0,2,0.144441749,-0.063529621
1267,"Ohh, God, nobody likes him, and hes so cheap, hed never fly to London in a million years.",Ross,disgust,negative,130,1,4,21,"00:02:32,026","00:02:38,323",0,1,30,0,0,1,-0.568638633,-0.289065362
478,"Yeah, cheerie-o!",Ross,joy,positive,48,5,4,23,"0:02:12,048","0:02:14,134",1,1,9,0,0,1,-0.308257058,0.597933113
601,"Oh, what are you going to do, follow me down there?",Ross,anger,negative,64,3,6,12,"00:05:56,022","00:05:57,481",0,1,13,0,0,1,-0.55839416,0.184080741
231,Where does that leave me?,Ross,sadness,negative,19,10,1,23,"0:14:43,799","0:14:44,551",0,0,8,0.82278481,0,8,-0.291252724,0.250211111
111,"Whats all this about you guys fighting?! Is this really over a room?! I mean, that is so silly!",Ross,anger,negative,12,0,6,3,"00:12:31,167","00:12:39,966",0,1,3,0,0,1,0.076065094,-0.025679414
47,The point is I...,Ross,anger,negative,5,4,2,7,"0:19:12,818","0:19:14,030",0,1,3,0.82278481,0,3,0.134927288,0.124856869
10213,"No, Im not gonna pick them up.",Ross,anger,negative,1016,16,3,17,"00:15:54,828","00:15:56,454",0,1,251,0.154500354,0,2,0.650025305,-0.125410472
149,Get Out!,Ross,anger,negative,15,0,9,23,"00:42:09,652","00:42:13,488",0,1,5,0,0,1,-0.391882875,-0.125094405
848,I was talking to myself! Youre going down!,Ross,anger,negative,78,8,7,22,"00:10:17,825","00:10:20,619",0,1,28,0.82278481,0,2,0.089720114,0.378086358
681,Thats right! Made expressly for Val Kilmer and worn by him in the hit filmthat Batman film he was in.,Ross,joy,positive,63,4,7,20,"00:10:08,441","00:10:17,699",1,1,20,0,0.562737643,3,-0.493084547,-0.232228267
223,This is all your fault.,Ross,anger,negative,19,2,1,23,"0:14:23,156","0:14:24,118",0,1,8,0.82278481,0,2,-0.144802058,-0.008159539
3180,"Hey, yknow what nickname never caught on? The Ross-A-Tron!",Ross,joy,positive,317,5,7,11,"0:03:48,228","0:03:51,750",1,1,82,0,0,1,0.677827584,-0.273986969
980,"I actually had a topic in mind! Im, Im kinda going through a dry spell, sex wise.",Ross,anger,negative,103,4,8,4,"00:07:08,553","00:07:20,355",0,1,24,0.20045819,0,2,-0.478131124,0.603412
3520,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",Ross,fear,negative,351,4,8,8,"00:11:42,284","00:11:46,496",0,1,89,0,0,1,0.598206012,0.390684947
250,Pa-haa!! I would love to go with you.,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",1,1,9,0,0,1,0.610807322,-0.211773187
9820,You are totally jealous.,Ross,joy,positive,977,5,3,12,"0:21:17,025","0:21:18,777",1,1,241,0.656626506,0,1,-0.559946677,-0.252515762
802,It was. It was an amazing night.,Ross,joy,positive,76,6,8,4,"0:19:50,868","0:19:53,621",1,1,23,0,0,1,-0.529646182,0.519849582
791,"I mean look, that-that one night we had was fun andand certainly passionate, but dont you think its better if we just stayed friends?",Ross,sadness,negative,74,9,8,3,"00:10:06,606","00:10:16,781",0,0,25,0.82278481,0,2,0.543677865,0.139823245
525,"Look, Carol never threw me out of a room before you came along.",Ross,anger,negative,49,2,1,23,"00:09:18,724","00:09:21,685",0,1,17,0.82278481,0,2,-0.539362642,-0.239798516
9554,Look at me!,Ross,anger,negative,950,5,5,11,"00:18:16,512","00:18:18,429",0,1,229,0.656626506,0,3,0.489783474,0.045361624
6014,Don't you realise what you're-you're doing to yourself?,Ross,disgust,negative,607,1,1,3,"00:16:52,553","00:16:54,637",0,1,145,0,0,1,0.460597184,-0.201169177
10197,....right?,Ross,anger,negative,1016,0,3,17,"0:14:46,302","0:14:46,904",0,1,251,0,0,1,0.068302458,-0.005448701
4968,Do you realize I have a classroom full of students?,Ross,anger,negative,505,14,7,2,"00:02:45,415","00:02:49,626",0,1,119,0.656626506,0,3,0.44181549,-0.24463668
315,Thats funny. Umm.  Its not funny.,Ross,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374",0,1,12,0,0.562737643,1,0.699464868,-0.068684236
1434,"Hey! Oh listen, I was just clearing some space for your stuff.",Ross,joy,positive,146,0,6,3,"00:12:00,928","00:12:03,304",1,1,37,0,0,1,0.294938211,0.178294454
8640,"...Yeah, they were gross.",Ross,disgust,negative,861,14,1,8,"00:04:47,287","00:04:49,413",0,1,212,0.656626506,0,2,-0.485810746,-0.267201426
7422,"See, this is exactly the kind of thing that makes her think you guys love me more than you love her.",Ross,anger,negative,740,3,7,13,"00:12:16,527","00:12:21,448",0,1,183,0.656626506,0,2,0.463066324,-0.177961185
4973,"Your good heart Rach,  and, and....",Ross,sadness,negative,506,3,3,16,"00:20:59,883","00:21:02,009",0,0,120,0.656626506,0,4,0.063572669,-0.22511177
401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",Ross,anger,negative,38,6,8,2,"00:20:37,611","00:20:45,743",0,1,17,0,0,1,-0.039321886,0.635405768
746,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",Ross,anger,negative,70,0,1,4,"00:12:16,944","00:12:23,575",0,1,23,0,0,1,0.265572284,0.414507776
7487,It-itThe point is my natural charisma has made him fail his midterm.,Ross,sadness,negative,747,14,7,18,"00:08:34,430","00:08:39,601",0,0,185,0,0,2,-0.217327024,-0.108315895
9167,"Aw, we-we are so So umm, well I-I-I like you and I-I love umm, yknow hanging out with you.",Ross,joy,positive,916,2,8,11,"00:12:15,818","00:12:29,998",1,1,225,0,0.562737643,2,0.483122623,0.547251179
779,"And shame on you! You should know better, Joey needs to work.  Now come on!",Ross,anger,negative,73,0,5,10,"00:10:28,461","00:10:34,257",0,1,24,0,0,1,-0.011852564,-0.071649887
2491,Does that seem like something you can do.,Ross,anger,negative,252,5,4,1,"0:11:59,009","0:12:01,137",0,1,55,0.721649485,0,5,0.082336545,-0.1124843
2624,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,Ross,sadness,negative,263,5,1,21,"00:08:05,818","00:08:09,070",0,0,59,0,0,1,-0.175454194,-0.301376188
4007,"Fine, just stop thinking about me.",Ross,joy,positive,410,3,1,24,"00:19:10,232","00:19:12,692",1,1,104,0,0,1,-0.450359985,-0.251869282
654,"Yeah! And! And, it was the easiest 400 bucks Ive ever made.",Ross,joy,positive,63,4,8,18,"00:19:54,222","00:19:57,351",1,1,20,0.411392405,0,1,0.289369438,0.624475039
2594,Yeah!,Ross,joy,positive,261,1,5,10,"0:06:38,190","0:06:38,952",1,1,58,0,0,1,0.081724592,0.013613034
9723,"Thats right, I love you! And-and Im gonna play with you all the time.",Ross,joy,positive,966,0,8,10,"00:01:47,565","00:01:55,030",1,1,237,0,0,1,0.237017878,0.567711131
785,"I think we do. Why dont we go inside?  Look uh, I know why youre here.",Ross,sadness,negative,74,3,8,3,"00:09:20,768","00:09:35,323",0,0,25,0,0,1,-0.218791369,0.589916668
1961,This is broken!,Ross,anger,negative,196,15,5,4,"0:16:01,877","0:16:04,859",0,1,48,0.721649485,0,9,0.543901764,0.323269088
830,"Look, weve been together.",Ross,sadness,negative,77,10,8,24,"0:17:57,272","0:17:58,454",0,0,27,0.508190618,0,2,0.65815111,0.611685689
3376,I am selling cookies by the case.,Ross,joy,positive,336,17,3,10,"00:13:21,967","00:13:25,136",1,1,84,0,0.375158428,3,-0.188888089,-0.18225511
1587,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",Ross,joy,positive,163,3,8,18,"00:21:21,601","00:21:26,106",1,1,41,0.721649485,0,1,-0.456538326,0.565971086
3067,"Oh yeah, Id love that.",Ross,joy,positive,306,5,3,17,"00:13:11,332","00:13:13,583",1,1,79,0.196987952,0,1,-0.399434742,-0.300705878
43,"Ugh, can you believe that guy!",Ross,disgust,negative,3,5,5,15,"00:06:26,177","00:06:28,178",0,1,2,0.721649485,0,2,0.577519173,-0.230990679
263,"Hey, you guys! Guess what?",Ross,joy,positive,25,6,3,21,"00:04:23,763","00:04:25,722",1,1,5,0,0,1,0.340250573,-0.150228922
2292,Hi!,Ross,sadness,negative,232,9,5,4,"00:06:39,732","00:06:41,149",0,0,53,0,0,1,0.127192422,-0.248332461
2011,Thats right!,Ross,joy,positive,200,8,6,23,"0:14:16,522","0:14:16,663",1,1,52,0.656626506,0,1,0.236268591,0.178539956
4970,"Look, look, theres got to be a way we can work past this.",Ross,sadness,negative,506,0,3,16,"00:20:44,368","00:20:47,411",0,0,120,0,0,1,0.28411308,-0.313720808
971,No!,Ross,disgust,negative,91,8,2,2,"0:09:36,329","0:09:37,373",0,1,32,0.82278481,0,2,-0.461242213,-0.14925867
1934,"But I dont care,  because you got the apartment.",Ross,joy,positive,192,3,8,7,"0:21:31,832","0:21:35,054",1,1,50,0.656626506,0,1,-0.057184549,0.358880738
8479,Well you didn't hang up either.,Ross,joy,positive,847,3,2,1,"0:09:07,672","0:09:09,234",1,1,206,0,0.562737643,4,0.142073356,0.21807196
8477,"No, no, ok, you hang up.",Ross,joy,positive,847,1,2,1,"00:08:57,161","00:08:59,246",1,1,206,0,0.562737643,2,-0.276666175,-0.139894925
2081,"No, you started it.",Ross,anger,negative,206,12,1,23,"0:08:34,973","0:08:35,487",0,1,55,0.656626506,0,3,0.484611968,0.05652402
1014,"Uh-hmmWait! It gets better. Um, yeah I was in Barcelona.",Ross,joy,positive,103,3,8,4,"00:09:40,204","00:09:42,706",1,1,27,0,0,1,0.650610241,0.603211978
3063,"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up.",Ross,sadness,negative,306,2,3,17,"00:12:57,943","00:12:59,694",0,0,79,0,0.562737643,1,-0.13903969,-0.296108799
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",Ross,anger,negative,828,13,1,5,"00:11:23,808","00:11:29,979",0,1,202,0,0,1,0.323895204,0.603423211
461,You tell them to wait!,Ross,anger,negative,42,1,5,1,"00:21:11,937","00:21:14,230",0,1,15,0.82278481,0,2,0.570906781,0.437519671
4586,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",Ross,disgust,negative,466,7,1,4,"00:20:34,566","00:20:39,904",0,1,111,0,0,1,0.659210801,-0.329751802
2572,Im Doctor Monkey!,Ross,anger,negative,259,6,6,12,"00:16:54,346","00:16:56,264",0,1,57,0.131208997,0,2,-0.02797866,0.584514037
1277,"Wait-wait-wait, do you, do you think, maybe we shouldnt invite her?",Ross,fear,negative,130,11,4,21,"00:03:02,140","00:03:04,808",0,1,30,0,0.241666667,1,-0.573148871,-0.271374447
166,Please!,Ross,anger,negative,15,17,9,23,"0:43:28,147","0:43:28,699",0,1,5,0.656626506,0,4,0.082735451,-0.213766731
1726,Hi! Its me.,Ross,sadness,negative,174,4,3,15,"0:17:51,119","0:17:52,661",0,0,44,0,0,1,-0.116834489,-0.062391329
367,Total wuss!,Ross,sadness,negative,36,5,4,22,"0:21:28,999","0:21:30,933",0,0,16,0,0,1,-0.286531897,0.123222708
8866,I dont care! I am not quitting! I insist on finishing this game!,Ross,anger,negative,888,2,4,15,"00:16:20,145","00:16:26,567",0,1,218,0.656626506,0,2,0.114264883,0.363136712
5382,Nah!,Ross,disgust,negative,541,16,6,15,"00:14:58,355","00:14:59,981",0,1,125,0,0.287111042,1,0.634654119,0.144590095
6391,"Dad, we-we cant believe youre selling the house.",Ross,sadness,negative,638,4,7,13,"00:06:06,491","00:06:08,867",0,0,153,0,0,1,0.660643453,-0.309348937
995,"Nooo, I had to return it to the costume place.",Ross,sadness,negative,107,3,3,1,"00:05:57,857","00:06:00,609",0,0,25,0,0,1,0.215072573,-0.329769863
413,"Yeah, I lost it.",Ross,sadness,negative,42,1,4,7,"00:21:25,325","00:21:26,826",0,0,8,0,0.517857143,1,-0.338483693,-0.14445047
551,"Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?",Ross,joy,positive,56,5,8,3,"00:20:37,861","00:20:43,199",1,1,12,0,0,1,0.087525548,0.585578076
5627,There's twelve bucks I'll never see again!,Ross,disgust,negative,568,0,5,14,"00:09:08,381","00:09:11,466",0,1,133,0,0,1,0.646696278,0.122709362
6280,"We laugh, we play.",Ross,joy,positive,629,3,2,2,"0:07:47,550","0:07:48,852",1,1,150,0,0.562737643,3,0.630973278,-0.274666586
8445,Im Ross!,Ross,joy,positive,844,8,4,11,"00:17:45,189","00:17:46,272",1,1,205,0.656626506,0,1,0.572400408,0.590679899
3062,"Cause you know love lasts forever, y'know.",Ross,joy,positive,306,1,3,17,"00:12:51,103","00:12:53,605",1,1,79,0,0.562737643,2,0.173489611,-0.291370038
1496,"Wow, it looks like a, like a holiday card yknow, with the tree in the middle and the skaters and the snow.",Ross,joy,positive,154,12,8,11,"00:02:41,995","00:02:48,292",1,1,38,0,0.517857143,5,0.456744311,0.555618226
66,Wow! It looks like we got a lot of good stuff.,Ross,joy,positive,7,0,8,20,"00:15:01,722","00:15:03,557",1,1,4,0,0,1,0.309115161,0.61506401
10348,"Okay, fine!",Ross,anger,negative,1025,15,6,9,"0:12:35,396","0:12:37,556",0,1,254,0,0,1,0.54084567,-0.231353062
9631,Its over.,Ross,sadness,negative,957,0,4,1,"00:05:23,906","00:05:24,906",0,0,231,0,0,1,-0.266106891,-0.216809117
2982,Hey! Its starting to snow.,Ross,sadness,negative,298,4,3,9,"00:22:25,927","00:22:28,804",0,0,77,0,0.165511071,1,0.09044459,-0.301911699
2980,How come its always us left in the field holding the ball?,Ross,joy,positive,298,2,3,9,"00:22:13,206","00:22:16,250",1,1,77,0.656626506,0,1,-0.108341714,-0.312164685
553,Sweetie thats it.,Ross,joy,positive,56,7,8,3,"00:20:45,994","00:20:47,787",1,1,12,0,0.517857143,2,0.013866036,-0.095628199
380,It's a long story but the things    you just said really made my day!,Ross,joy,positive,31,9,9,17,"00:22:49,815","00:22:53,944",1,1,11,0,0.347826087,4,-0.090881774,0.045901513
838,Try telling my wife that.,Ross,sadness,negative,90,5,6,16,"00:19:46,852","00:19:50,563",0,0,22,0.721649485,0,3,-0.114883579,-0.238090872
7318,You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.,Ross,joy,positive,730,8,9,21,"00:11:49,959","00:11:57,424",1,1,178,0,0,1,0.434694571,-0.313141748
9096,"Its called the Bapstein-King comet, okay?  Hey! Hey! Bapstein was a very well respected astronomer!",Ross,anger,negative,908,15,7,12,"00:03:35,548","00:03:42,304",0,1,222,0.656626506,0,3,-0.013070234,-0.206405433
6868,is for me not to see you anymore.,Ross,sadness,negative,676,0,5,5,"00:10:07,607","00:10:11,735",0,0,163,0,0,1,-0.479811287,-0.024732833
3776,Move it! Move it! Move it!! Hey!!! Im the teacher!!,Ross,anger,negative,377,6,8,12,"00:06:07,492","00:06:11,953",0,1,96,0,0,1,-0.418015347,0.620408384
2275,"Oh, great!",Ross,joy,positive,225,3,3,17,"00:22:03,613","00:22:04,989",1,1,59,0,0,1,-0.544114033,-0.154066046
2492,Does it?!,Ross,anger,negative,252,6,4,1,"0:12:01,137","0:12:02,579",0,1,55,0.721649485,0,6,0.170259398,-0.24473249
2881,"Yeah but after you said it was okay, I figured, ""Why not?!""",Ross,joy,positive,288,15,6,13,"00:16:15,683","00:16:20,061",1,1,75,0,0.562737643,2,-0.511965394,-0.221492602
658,"I know, I know it was stupid.",Ross,sadness,negative,63,8,8,18,"0:20:04,951","0:20:07,383",0,0,20,0,0.164759725,1,0.685094466,0.385682618
4141,"Oh, wow! I should get going. I-I got a date tonight.",Ross,joy,positive,424,0,4,10,"00:09:08,130","00:09:10,465",1,1,106,0,0,1,-0.356718697,-0.064939569
5926,What kind of father do you think I am?,Ross,anger,negative,598,2,6,6,"00:05:21,904","00:05:24,364",0,1,141,0,0.562737643,1,0.455332296,-0.11561431
6217,"Yeah, right!",Ross,joy,positive,623,13,4,22,"00:12:33,043","00:12:35,211",1,1,148,0,0.562737643,6,-0.499762066,0.143801324
8096,"All right everyone, lift!  And slide!!",Ross,joy,positive,814,4,7,14,"00:18:36,949","00:18:52,463",1,1,200,0,0.562737643,2,-0.310460745,0.323592665
2186,Yes! Santa's coming!,Ross,joy,positive,215,0,7,10,"00:06:48,324","00:06:51,785",1,1,57,0,0,1,-0.349644799,-0.086016079
3703,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",Ross,sadness,negative,368,0,3,10,"00:21:44,678","00:21:58,983",0,0,94,0,0,1,0.665649507,-0.220780214
4241,You have no idea.,Ross,joy,positive,434,7,8,5,"00:20:07,623","00:20:09,123",1,1,108,0,0.562737643,2,0.548893496,0.603879353
8641,"Oh, you know what I loved?",Ross,joy,positive,861,15,1,8,"00:04:50,248","00:04:52,040",1,1,212,0.656626506,0,1,-0.513214379,-0.260231708
5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,positive,541,0,6,15,"00:13:48,744","00:13:54,457",1,1,125,0,0,1,0.276490912,-0.191139037
8446,"Im divorced, and I have a kid!",Ross,joy,positive,844,9,4,11,"00:17:46,940","00:17:49,776",1,1,205,0,0.538270789,2,0.351323556,-0.009795826
50,This ship has sailed.,Ross,anger,negative,5,7,2,7,"00:19:17,781","00:19:20,741",0,1,3,0.82278481,0,6,-0.346196504,0.14383105
2431,"That's so Janine, you-you-you know what, do you know we're doing right now?",Ross,joy,positive,239,3,6,7,"00:21:27,286","00:21:32,164",1,1,64,0,0,1,-0.246666716,-0.183500373
8187,Burt!,Ross,joy,positive,821,14,6,18,"0:10:42,980","0:10:44,491",1,1,201,0,0.562737643,2,0.368627459,0.426243014
1485,Hi!,Ross,joy,positive,154,1,8,11,"00:01:57,492","00:01:58,909",1,1,38,0,0,1,0.229305718,0.611137158
1333,"Ohh, man! Chicago, is sooo lucky!",Ross,joy,positive,134,2,4,9,"00:06:10,453","00:06:14,623",1,1,32,0,0,1,-0.524627782,0.570626783
225,"My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",Ross,anger,negative,19,4,1,23,"00:14:27,116","00:14:32,161",0,1,8,0.82278481,0,4,-0.165683817,-0.033987104
4734,He is so weird.,Ross,anger,negative,480,9,8,2,"0:21:48,433","0:21:48,975",0,1,115,0,0.562737643,1,-0.436054082,0.603160675
228,"No one has been waiting for this as much as I have, ok?",Ross,anger,negative,19,7,1,23,"0:14:37,095","0:14:39,055",0,1,8,0.82278481,0,6,0.371044632,-0.103508799
1028,"Well, I think it's perfect.",Ross,joy,positive,110,4,1,19,"00:05:23,114","00:05:25,907",1,1,26,0,0,1,0.014210157,-0.113254466
265,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",Ross,anger,negative,22,6,1,4,"00:17:47,274","00:17:51,652",0,1,9,0,0,1,-0.057611137,-0.290059245
1271,Yeah?,Ross,joy,positive,130,5,4,21,"0:02:46,255","0:02:46,751",1,1,30,0.721649485,0,1,-0.477008283,-0.20456154
7876,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that Im gonna be at that airport and I hope that shell be there too!",Ross,anger,negative,794,2,5,1,"00:13:58,838","00:14:08,221",0,1,193,0.656626506,0,3,-0.306580972,-0.091387125
811,"With the belly-button ring? Oh, muhawa!",Ross,joy,positive,76,8,3,1,"00:16:46,839","00:16:49,549",1,1,26,0,0,1,-0.459895141,-0.126693022
9771,Uh-huh! Uh-huh! And-and-and Ill always remember that summer because thats when I realized that we are related.,Ross,joy,positive,972,9,7,19,"00:14:07,805","00:14:17,480",1,1,240,0.291834003,0,1,0.378546823,-0.175050167
5694,"Yknow what? I can easily get out of this, but there is a chance you can get very, very hurt!",Ross,anger,negative,573,10,6,17,"00:16:11,971","00:16:17,767",0,1,136,0.656626506,0,2,0.081430499,0.281353856
1946,"Okay, that's it. I cannot make this decision! It is",Ross,anger,negative,196,0,5,4,"00:14:47,720","00:14:51,848",0,1,48,0,0,1,0.464169779,0.069659417
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,negative,865,4,7,11,"00:12:21,699","00:12:24,492",0,0,213,0,0,1,-0.377264949,-0.170560365
9665,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now.",Ross,sadness,negative,961,10,5,12,"00:06:22,340","00:06:28,345",0,0,234,0.656626506,0,4,-0.583280451,-0.101971185
2016,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",Ross,fear,negative,201,3,6,19,"00:10:12,403","00:10:26,916",0,1,53,0,0,1,-0.387383369,-0.30353946
5195,"Hi! Hi, Im Ross, you dont know me, but Im a big, big fan of yours. I mean,",Ross,joy,positive,526,0,3,5,"00:19:49,396","00:19:56,944",1,1,122,0,0,1,-0.396792701,-0.31458176
2646,The physical act of love.,Ross,joy,positive,266,10,5,23,"00:10:42,391","00:10:45,018",1,1,60,0,0.517857143,2,-0.396213566,-0.153175495
997,I think I have an old band uniform from high school.,Ross,joy,positive,107,5,3,1,"00:06:02,070","00:06:04,196",1,1,25,0.721649485,0,1,0.238034605,-0.328925334
7485,Am I giving out some kind ofsexy professor vibe?,Ross,anger,negative,747,12,7,18,"00:08:22,752","00:08:29,341",0,1,185,0,0.562737643,1,-0.389351893,-0.19658645
5199,"No, no, no, its flattery.",Ross,joy,positive,526,4,3,5,"00:20:31,396","00:20:34,148",1,1,122,0,0.562737643,2,-0.436874656,-0.270641849
1487,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",Ross,joy,positive,154,3,8,11,"00:02:01,121","00:02:04,706",1,1,38,0,0.517857143,2,0.595142484,0.58389893
6809,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",Ross,anger,negative,671,15,9,21,"00:17:10,779","00:17:16,701",0,1,160,0,0,1,0.402644206,0.155590592
8285,She was totally at my mercy.,Ross,joy,positive,832,10,4,10,"00:00:36,786","00:00:40,748",1,1,204,0,0.513084321,2,-0.363670135,-0.164440635
181,"Yknow, he hums when he pees!",Ross,anger,negative,16,7,7,5,"00:20:13,921","00:20:16,088",0,1,6,0,0,1,0.063186733,-0.239683475
7371,"I-I, I have to tell you something.",Ross,fear,negative,736,8,4,17,"00:09:38,536","00:09:41,955",0,1,181,0.149233297,0,2,-0.266372571,-0.231797961
5525,"Okay, break-ups still on!",Ross,anger,negative,555,4,6,24,"00:19:13,235","00:19:17,780",0,1,128,0.303058387,0,2,-0.096945574,0.115211602
1406,"Yes, yes it is. Its uh  Every time on the lips! Why?! Why on lips?!",Ross,anger,negative,144,0,7,11,"00:17:14,742","00:17:18,995",0,1,36,0,0,1,-0.609142691,0.296235085
5994,No problem. I cannot wait for you to meet my friends.,Ross,joy,positive,605,4,1,24,"00:21:42,342","00:21:44,760",1,1,144,0,0,1,-0.547069755,-0.090002791
7529,"Hey now! That was an accident, okay.",Ross,anger,negative,755,2,3,10,"00:16:48,340","00:16:50,800",0,1,187,0,0,1,-0.247891701,-0.296369059
7871,"And hey, here's to a lousy Christmas.",Ross,joy,positive,793,8,1,9,"00:22:00,485","00:22:02,611",1,1,192,0,0,1,0.071096784,-0.195528281
4966,"Phoebe, you said it was urgent!",Ross,anger,negative,505,12,7,2,"00:02:37,407","00:02:38,907",0,1,119,0.656626506,0,2,0.526428762,-0.291792713
622,Oh yeah!,Ross,joy,positive,58,11,4,13,"00:05:42,842","00:05:43,925",1,1,19,0.82278481,0,1,-0.363377149,-0.108542977
1789,Second date!,Ross,joy,positive,180,6,1,20,"00:22:20,213","00:22:22,006",1,1,45,0,0,1,0.082411023,-0.279998125
9175,And-and the answer isis its going somewherefun.,Ross,joy,positive,916,10,8,11,"00:13:08,537","00:13:14,667",1,1,225,0,0.562737643,5,0.584519427,0.443562661
7284,YeahNo!!,Ross,disgust,negative,726,7,7,19,"00:13:21,592","00:13:23,551",0,1,177,0,0,1,-0.485992654,0.471995286
9760,All the time?,Ross,sadness,negative,971,1,6,23,"0:09:31,946","0:09:32,868",0,0,239,0,0,1,0.651154405,-0.006834708
948,"Oh, I'm sorry, I'm really sorry.",Ross,sadness,negative,89,5,2,6,"0:12:32,293","0:12:34,685",0,0,31,0,0,1,0.516139432,-0.280601708
378,I'm still alive!!,Ross,joy,positive,31,7,9,17,"00:22:44,059","00:22:45,852",1,1,11,0,0.347826087,2,-0.054793695,0.35802948
192,Divorced mens club.,Ross,sadness,negative,16,18,7,5,"00:21:09,309","00:21:12,603",0,0,6,0.82278481,0,6,-0.582440511,-0.302234612
1315,Hi!,Ross,joy,positive,133,0,4,1,"00:00:45,670","00:00:46,795",1,1,31,0,0,1,-0.431905273,-0.155283796
2498,"I mean, no, youre right.",Ross,sadness,negative,252,11,4,1,"0:12:15,656","0:12:17,871",0,0,55,0.721649485,0,8,-0.12190128,-0.323669303
2487,Fine!,Ross,anger,negative,252,1,4,1,"0:11:48,290","0:11:49,417",0,1,55,0,0,1,0.125388859,-0.13759656
39,"No wait, look. Look! I'm sorry, it's just I've never even",Ross,fear,negative,3,1,5,15,"00:06:02,153","00:06:06,823",0,1,2,0,0,1,0.408849909,-0.324959098
309,"Oh, my maple candy!",Ross,joy,positive,29,12,9,19,"00:17:50,653","00:17:53,615",1,1,6,0,0.517857143,3,0.024938782,0.477898249
1515,What do I have to do to get some service?!,Ross,anger,negative,154,7,3,12,"00:14:34,081","00:14:36,791",0,1,39,0.656626506,0,4,-0.531058352,0.248883695
5278,"Obviously, I screwed up.",Ross,sadness,negative,531,11,6,4,"00:20:47,871","00:20:49,747",0,0,123,0.656626506,0,6,0.334517958,-0.264853372
